id	op	line	verdict	rc	failing_tests	killed_by	mutated_line
refuse-06-drop	drop	225	KILLED	1	1	q-06 findings.sarif is not parseable JSON	  jq -e . "$sarif" >/dev/null 2>&1 || true Q1 "findings.sarif is not parseable JSON" || return 1
refuse-06-flip	flip	225	KILLED	1	79	q-01 a receipt directory that does not exist refuses, it does not skip	  jq -e . "$sarif" >/dev/null 2>&1 || refuse Q1 "findings.sarif is not parseable JSON" && return 1
refuse-07-drop	drop	226	KILLED	1	1	q-07 the PR context is absent	  [ -f "$ctx" ]   || true Q1 "no PR context at $ctx; the predicate reads the pull request's labels, reviews and checks, and cannot assume them" || return 1
refuse-07-flip	flip	226	KILLED	1	79	q-01 a receipt directory that does not exist refuses, it does not skip	  [ -f "$ctx" ]   || refuse Q1 "no PR context at $ctx; the predicate reads the pull request's labels, reviews and checks, and cannot assume them" && return 1
refuse-08-drop	drop	227	KILLED	1	1	q-08 the PR context is not parseable JSON	  jq -e . "$ctx"   >/dev/null 2>&1 || true Q1 "the PR context at $ctx is not parseable JSON" || return 1
refuse-08-flip	flip	227	KILLED	1	79	q-01 a receipt directory that does not exist refuses, it does not skip	  jq -e . "$ctx"   >/dev/null 2>&1 || refuse Q1 "the PR context at $ctx is not parseable JSON" && return 1
refuse-09-drop	drop	236	KILLED	1	77	q-01 a receipt directory that does not exist refuses, it does not skip	    || true Q1 "the receipt carries no predicate.autonomy block; a review that did not run the S13.1 quorum does not arm a merge, and its absence is not a default to yes" || return 1
refuse-09-flip	flip	236	KILLED	1	78	q-01 a receipt directory that does not exist refuses, it does not skip	    || refuse Q1 "the receipt carries no predicate.autonomy block; a review that did not run the S13.1 quorum does not arm a merge, and its absence is not a default to yes" && return 1
refuse-10-drop	drop	238	KILLED	1	1	q-10 autonomy.requested is false	    || true Q1 "predicate.autonomy.requested is not true; the reviewer did not ask for an autonomous merge" || return 1
refuse-10-flip	flip	238	KILLED	1	78	q-01 a receipt directory that does not exist refuses, it does not skip	    || refuse Q1 "predicate.autonomy.requested is not true; the reviewer did not ask for an autonomous merge" && return 1
refuse-11-drop	drop	240	KILLED	1	1	q-11 main_sha_at_review is absent, so the delta region cannot be named	    || true Q1 "predicate.autonomy.main_sha_at_review is absent; without it the S13.3.b delta region cannot be named, and an unnamed region is one nobody can tell was swept" || return 1
refuse-11-flip	flip	240	KILLED	1	78	q-01 a receipt directory that does not exist refuses, it does not skip	    || refuse Q1 "predicate.autonomy.main_sha_at_review is absent; without it the S13.3.b delta region cannot be named, and an unnamed region is one nobody can tell was swept" && return 1
refuse-12-drop	drop	242	KILLED	1	1	q-12 the quorum is empty	    || true Q1 "predicate.autonomy.quorum is absent or empty" || return 1
refuse-12-flip	flip	242	KILLED	1	78	q-01 a receipt directory that does not exist refuses, it does not skip	    || refuse Q1 "predicate.autonomy.quorum is absent or empty" && return 1
refuse-13-drop	drop	244	KILLED	1	1	q-13 the delta sweep is not recorded at all	    || true Q1 "predicate.autonomy.delta_sweep is absent; S13.3.b requires the sweep over main_sha_at_review..origin/main to be recorded whether or not the region was empty" || return 1
refuse-13-flip	flip	244	KILLED	1	78	q-01 a receipt directory that does not exist refuses, it does not skip	    || refuse Q1 "predicate.autonomy.delta_sweep is absent; S13.3.b requires the sweep over main_sha_at_review..origin/main to be recorded whether or not the region was empty" && return 1
refuse-14-drop	drop	250	KILLED	1	1	q-14 delta_sweep.status is outside its vocabulary	    *) true Q1 "delta_sweep.status is '$sweep_status', outside { clean, dirty, not-run }" || return 1 ;;
refuse-14-flip	flip	250	KILLED	1	2	q-14 delta_sweep.status is outside its vocabulary	    *) refuse Q1 "delta_sweep.status is '$sweep_status', outside { clean, dirty, not-run }" && return 1 ;;
refuse-15-drop	drop	260	KILLED	1	2	q-15 DEGRADED does not auto-merge (S13.3, adopted without weakening)	    || true Q6 "the verdict is '$verdict', not PASS; DEGRADED, FINDINGS and BLOCK all mean a human reads this one (S13.3 - a quorum that proceeds when its sources were unreachable is an unreviewed merge wearing a signed receipt)" || return 1
refuse-15-flip	flip	260	KILLED	1	78	q-01 a receipt directory that does not exist refuses, it does not skip	    || refuse Q6 "the verdict is '$verdict', not PASS; DEGRADED, FINDINGS and BLOCK all mean a human reads this one (S13.3 - a quorum that proceeds when its sources were unreachable is an unreviewed merge wearing a signed receipt)" && return 1
refuse-16-drop	drop	284	KILLED	1	2	q-58 a precision_class outside { blocking, advisory } is not a permission	    || true Q6 "finding(s) carry a precision_class outside { blocking, advisory }: $pc_outside; S13 reads this field to decide whether a finding stops an unattended merge, so a spelling it cannot interpret is a refusal and never a default to yes" || return 1
refuse-16-flip	flip	284	KILLED	1	77	q-01 a receipt directory that does not exist refuses, it does not skip	    || refuse Q6 "finding(s) carry a precision_class outside { blocking, advisory }: $pc_outside; S13 reads this field to decide whether a finding stops an unattended merge, so a spelling it cannot interpret is a refusal and never a default to yes" && return 1
refuse-17-drop	drop	290	KILLED	1	1	q-16 an ASSERTED finding classed blocking is diagnosed as itself, not as a blocker	    || true Q6 "$n_asserted_blocking finding(s) are marked asserted AND classed blocking; an asserted claim never carries a blocking class (S1)" || return 1
refuse-17-flip	flip	290	KILLED	1	77	q-01 a receipt directory that does not exist refuses, it does not skip	    || refuse Q6 "$n_asserted_blocking finding(s) are marked asserted AND classed blocking; an asserted claim never carries a blocking class (S1)" && return 1
refuse-18-drop	drop	295	KILLED	1	3	q-17 a surviving blocking-class finding under a PASS verdict	    || true Q6 "findings.sarif carries $n_blocking finding(s) classed blocking under a PASS verdict; a surviving blocking-class finding does not arm a merge" || return 1
refuse-18-flip	flip	295	KILLED	1	77	q-01 a receipt directory that does not exist refuses, it does not skip	    || refuse Q6 "findings.sarif carries $n_blocking finding(s) classed blocking under a PASS verdict; a surviving blocking-class finding does not arm a merge" && return 1
refuse-19-drop	drop	301	KILLED	1	1	q-18 an unmarked claim (S8 fixes unmarked_claims at 0, no ratchet)	    || true Q6 "findings.sarif carries $n_unmarked claim(s) with no grounding mark, or a mark outside { cited, measured, asserted }; S8 fixes unmarked_claims at 0 with no ratchet" || return 1
refuse-19-flip	flip	301	KILLED	1	77	q-01 a receipt directory that does not exist refuses, it does not skip	    || refuse Q6 "findings.sarif carries $n_unmarked claim(s) with no grounding mark, or a mark outside { cited, measured, asserted }; S8 fixes unmarked_claims at 0 with no ratchet" && return 1
refuse-20-drop	drop	306	KILLED	1	1	q-19 a SARIF invocation that did not execute successfully	    || true Q6 "$n_failed_runs SARIF invocation(s) record executionSuccessful: false; a tool that did not run is not a tool that found nothing (S3.0)" || return 1
refuse-20-flip	flip	306	KILLED	1	77	q-01 a receipt directory that does not exist refuses, it does not skip	    || refuse Q6 "$n_failed_runs SARIF invocation(s) record executionSuccessful: false; a tool that did not run is not a tool that found nothing (S3.0)" && return 1
refuse-21-drop	drop	317	KILLED	1	2	q-20 the cross-vendor reviewer may not block, and MAY refuse autonomy	    || true Q7 "$n_veto advisory finding(s) carry autonomy_effect: refuse; the cross-vendor reviewer may not block the PR and may refuse the unattended merge, which is the only power S13.1 gives it (S13.5)" || return 1
refuse-21-flip	flip	317	KILLED	1	77	q-01 a receipt directory that does not exist refuses, it does not skip	    || refuse Q7 "$n_veto advisory finding(s) carry autonomy_effect: refuse; the cross-vendor reviewer may not block the PR and may refuse the unattended merge, which is the only power S13.1 gives it (S13.5)" && return 1
refuse-22-drop	drop	331	KILLED	1	1	q-62 an autonomy_effect outside { refuse } is not a grant of autonomy	    || true Q7 "finding(s) carry an autonomy_effect outside { refuse }: $ae_outside; S13.5 gives the field exactly one meaning, and a token this predicate cannot read is not a grant of autonomy" || return 1
refuse-22-flip	flip	331	KILLED	1	77	q-01 a receipt directory that does not exist refuses, it does not skip	    || refuse Q7 "finding(s) carry an autonomy_effect outside { refuse }: $ae_outside; S13.5 gives the field exactly one meaning, and a token this predicate cannot read is not a grant of autonomy" && return 1
refuse-23-drop	drop	337	KILLED	1	1	q-21 author_actor.id is absent, so separation cannot be checked	  [ -n "$author" ] || true Q5 "author_actor.id is absent; separation cannot be checked against an unnamed author" || return 1
refuse-23-flip	flip	337	KILLED	1	77	q-01 a receipt directory that does not exist refuses, it does not skip	  [ -n "$author" ] || refuse Q5 "author_actor.id is absent; separation cannot be checked against an unnamed author" && return 1
refuse-24-drop	drop	339	KILLED	1	2	q-22 reviewer_actor == author_actor	    || true Q5 "reviewer_actor.id = author_actor.id = '$author'; S5 already blocks this, and S13 will not arm on it either" || return 1
refuse-24-flip	flip	339	KILLED	1	77	q-01 a receipt directory that does not exist refuses, it does not skip	    || refuse Q5 "reviewer_actor.id = author_actor.id = '$author'; S5 already blocks this, and S13 will not arm on it either" && return 1
refuse-25-drop	drop	358	KILLED	1	3	q-64 a quorum vendor that is a NUMBER is distinct, and is not a vendor	    || true Q5 "quorum member field(s) are not well-formed identities: $member_malformed; a vendor or actor id must be a non-empty string with no surrounding whitespace, because S13.1's whole safety argument is a comparison between these strings and two spellings of one identity defeat it" || return 1
refuse-25-flip	flip	358	KILLED	1	76	q-01 a receipt directory that does not exist refuses, it does not skip	    || refuse Q5 "quorum member field(s) are not well-formed identities: $member_malformed; a vendor or actor id must be a non-empty string with no surrounding whitespace, because S13.1's whole safety argument is a comparison between these strings and two spellings of one identity defeat it" && return 1
refuse-26-drop	drop	368	KILLED	1	1	q-67 one actor listed twice under two vendor labels is ONE reviewer	    || true Q5 "the quorum lists $n_members member(s) but only $n_actors distinct actor id(s); a member listed twice under two vendor labels is one reviewer with two rows, and S13.1 requires two that FAIL DIFFERENTLY" || return 1
refuse-26-flip	flip	368	KILLED	1	76	q-01 a receipt directory that does not exist refuses, it does not skip	    || refuse Q5 "the quorum lists $n_members member(s) but only $n_actors distinct actor id(s); a member listed twice under two vendor labels is one reviewer with two rows, and S13.1 requires two that FAIL DIFFERENTLY" && return 1
refuse-27-drop	drop	381	KILLED	1	74	q-01 a receipt directory that does not exist refuses, it does not skip	    || true Q5 "the quorum spans $n_vendors distinct vendor(s); S13.1 requires at least two, because a second reviewer buys safety only if it FAILS DIFFERENTLY - two Claudes raise the count and not the independence" || return 1
refuse-27-flip	flip	381	KILLED	1	76	q-01 a receipt directory that does not exist refuses, it does not skip	    || refuse Q5 "the quorum spans $n_vendors distinct vendor(s); S13.1 requires at least two, because a second reviewer buys safety only if it FAILS DIFFERENTLY - two Claudes raise the count and not the independence" && return 1
refuse-28-drop	drop	386	KILLED	1	1	q-24 the quorum has no cross_vendor member	    || true Q5 "the quorum records no member in role(s): $roles_missing; S13.1's quorum is one primary reviewer and one cross-vendor reviewer, and a missing role is a member that never voted" || return 1
refuse-28-flip	flip	386	KILLED	1	43	q-24 the quorum has no cross_vendor member	    || refuse Q5 "the quorum records no member in role(s): $roles_missing; S13.1's quorum is one primary reviewer and one cross-vendor reviewer, and a missing role is a member that never voted" && return 1
refuse-29-drop	drop	392	KILLED	1	1	q-25 the AUTHOR sits in the quorum	    || true Q5 "quorum member(s) in role [$author_in_quorum] carry the author's own actor id '$author'; a quorum whose second member is the author is S5's defect with an extra row in a table" || return 1
refuse-29-flip	flip	392	KILLED	1	42	q-25 the AUTHOR sits in the quorum	    || refuse Q5 "quorum member(s) in role [$author_in_quorum] carry the author's own actor id '$author'; a quorum whose second member is the author is S5's defect with an extra row in a table" && return 1
refuse-30-drop	drop	400	KILLED	1	1	q-26 one member dissents, and S13.4 counts only dissent	    || true Q5 "the quorum is not unanimous: $dissent; S13.4 counts no member's assent, only its dissent, so one refusal ends it" || return 1
refuse-30-flip	flip	400	KILLED	1	41	q-26 one member dissents, and S13.4 counts only dissent	    || refuse Q5 "the quorum is not unanimous: $dissent; S13.4 counts no member's assent, only its dissent, so one refusal ends it" && return 1
refuse-31-drop	drop	406	KILLED	1	2	q-27 pmat is unconditional, so an unreachable pmat does not arm	    || true Q2 "consultations.pmat.status is '$pmat_st'; S3.A makes pmat unconditional, so an autonomous merge requires it to have actually run" || return 1
refuse-31-flip	flip	406	KILLED	1	40	q-27 pmat is unconditional, so an unreachable pmat does not arm	    || refuse Q2 "consultations.pmat.status is '$pmat_st'; S3.A makes pmat unconditional, so an autonomous merge requires it to have actually run" && return 1
refuse-32-drop	drop	413	KILLED	1	1	q-28 not-triggered with an empty trigger_reason	          || true Q2 "consultations.$k is not-triggered with an empty trigger_reason; 'the trigger did not fire' and 'I did not look' must not be the same artifact (S3.0)" || return 1
refuse-32-flip	flip	413	KILLED	1	37	q-28 not-triggered with an empty trigger_reason	          || refuse Q2 "consultations.$k is not-triggered with an empty trigger_reason; 'the trigger did not fire' and 'I did not look' must not be the same artifact (S3.0)" && return 1
refuse-33-drop	drop	415	KILLED	1	1	q-29 an unreachable consultation is excluded here, not weakened	      *) true Q2 "consultations.$k.status is '$st'; only { consulted, not-triggered } arm a merge, and 'unreachable' is excluded here on purpose - S13.3 refuses DEGRADED rather than weakening it" || return 1 ;;
refuse-33-flip	flip	415	KILLED	1	2	q-29 an unreachable consultation is excluded here, not weakened	      *) refuse Q2 "consultations.$k.status is '$st'; only { consulted, not-triggered } arm a merge, and 'unreachable' is excluded here on purpose - S13.3 refuses DEGRADED rather than weakening it" && return 1 ;;
refuse-34-drop	drop	436	KILLED	1	1	q-30 a pmat run that searched zero symbols is vacuous	    || true Q2 "vacuous consultation(s): $vacuous; a consultation over nothing passes vacuously, which is the shape S3.D already calls DEGRADED (S8 vacuous_consultations = 0, no ratchet)" || return 1
refuse-34-flip	flip	436	KILLED	1	36	q-30 a pmat run that searched zero symbols is vacuous	    || refuse Q2 "vacuous consultation(s): $vacuous; a consultation over nothing passes vacuously, which is the shape S3.D already calls DEGRADED (S8 vacuous_consultations = 0, no ratchet)" && return 1
refuse-35-drop	drop	455	KILLED	1	2	q-68 a survivors field that is a STRING is not an empty survivors field	    || true Q2 "the mutation record cannot be read as a mutation record: $mutation_shape; a survivor list that is not a list is counted by jq's '?' as EMPTY, so an unreadable record and a clean one become the same artifact, which is exactly what S3.0 forbids" || return 1
refuse-35-flip	flip	455	KILLED	1	35	q-31 a surviving mutant does not ship on an unattended merge	    || refuse Q2 "the mutation record cannot be read as a mutation record: $mutation_shape; a survivor list that is not a list is counted by jq's '?' as EMPTY, so an unreadable record and a clean one become the same artifact, which is exactly what S3.0 forbids" && return 1
refuse-36-drop	drop	462	KILLED	1	1	q-31 a surviving mutant does not ship on an unattended merge	    || true Q2 "the mutation run records $surviving surviving mutant(s); a survivor is a rule the code states and nothing tests, and an unattended merge does not ship one" || return 1
refuse-36-flip	flip	462	KILLED	1	33	q-31 a surviving mutant does not ship on an unattended merge	    || refuse Q2 "the mutation run records $surviving surviving mutant(s); a survivor is a rule the code states and nothing tests, and an unattended merge does not ship one" && return 1
refuse-37-drop	drop	470	KILLED	1	1	q-32 a duplication surface that could not be searched	    || true Q2 "duplication_coverage could not search [$cov_none]; an unsearched surface is DEGRADED, and S13.3 does not merge DEGRADED" || return 1
refuse-37-flip	flip	470	KILLED	1	32	q-32 a duplication surface that could not be searched	    || refuse Q2 "duplication_coverage could not search [$cov_none]; an unsearched surface is DEGRADED, and S13.3 does not merge DEGRADED" && return 1
refuse-38-drop	drop	474	KILLED	1	1	q-33 a horizon region recorded as none	    || true Q2 "duplication_horizon records no refspec for [$horizon_none]; a region named 'none' was not swept" || return 1
refuse-38-flip	flip	474	KILLED	1	31	q-33 a horizon region recorded as none	    || refuse Q2 "duplication_horizon records no refspec for [$horizon_none]; a region named 'none' was not swept" && return 1
refuse-39-drop	drop	480	KILLED	1	1	q-34 the autonomy-hold label	    || true Q8 "the pull request carries the autonomy-hold label; a human asked for this one by hand, and that is the whole point of having a label" || return 1
refuse-39-flip	flip	480	KILLED	1	30	q-34 the autonomy-hold label	    || refuse Q8 "the pull request carries the autonomy-hold label; a human asked for this one by hand, and that is the whole point of having a label" && return 1
refuse-40-drop	drop	485	KILLED	1	1	q-35 an open, undismissed CHANGES_REQUESTED review	    || true Q8 "$changes_requested undismissed CHANGES_REQUESTED review(s) are open on this pull request" || return 1
refuse-40-flip	flip	485	KILLED	1	29	q-35 an open, undismissed CHANGES_REQUESTED review	    || refuse Q8 "$changes_requested undismissed CHANGES_REQUESTED review(s) are open on this pull request" && return 1
refuse-41-drop	drop	491	KILLED	1	1	q-36 a pull request that does not target main	    || true Q9 "the pull request targets '$base_ref', not main; S13 arms merges into main and nothing else, because a stacked PR gets no CI (ci.yml fires only on PRs targeting main)" || return 1
refuse-41-flip	flip	491	KILLED	1	28	q-36 a pull request that does not target main	    || refuse Q9 "the pull request targets '$base_ref', not main; S13 arms merges into main and nothing else, because a stacked PR gets no CI (ci.yml fires only on PRs targeting main)" && return 1
refuse-42-drop	drop	507	KILLED	1	1	q-37 workspace-test is not green	    || true Q10 "the workspace-test check is '$wt', not success; S13 never replaces a mechanical check, it waits for one" || return 1
refuse-42-flip	flip	507	KILLED	1	27	q-37 workspace-test is not green	    || refuse Q10 "the workspace-test check is '$wt', not success; S13 never replaces a mechanical check, it waits for one" && return 1
refuse-43-drop	drop	510	KILLED	1	1	q-38 the gate check is ABSENT under both of its two spellings	    || true Q10 "the gate check is '$gate_conclusion', not success. Both required spellings were read: 'ci / gate' first, a bare 'gate' second - branch protection names the one and ruleset 13878864 the other, and reading only one gives a wrong answer about what blocks a merge" || return 1
refuse-43-flip	flip	510	KILLED	1	26	q-38 the gate check is ABSENT under both of its two spellings	    || refuse Q10 "the gate check is '$gate_conclusion', not success. Both required spellings were read: 'ci / gate' first, a bare 'gate' second - branch protection names the one and ruleset 13878864 the other, and reading only one gives a wrong answer about what blocks a merge" && return 1
refuse-44-drop	drop	533	KILLED	1	1	q-39 the kill switch on origin/main stops everything, and it is read from origin/main	    true Q8 "the autonomy kill switch .github/pr-review-autonomy.disabled is present on origin/main; it is read from origin/main and never from the PR tree, so deleting it in a branch does not turn autonomy back on" || return 1
refuse-44-flip	flip	533	KILLED	1	2	q-39 the kill switch on origin/main stops everything, and it is read from origin/main	    refuse Q8 "the autonomy kill switch .github/pr-review-autonomy.disabled is present on origin/main; it is read from origin/main and never from the PR tree, so deleting it in a branch does not turn autonomy back on" && return 1
refuse-45-drop	drop	561	KILLED	1	2	q-40 a stale index under a PASS verdict is refused by the receipt guard, delegated	    true Q1 "the receipt guard rejects this receipt, so there is nothing valid to arm on: $(printf '%s' "$detail" | cut -c1-320)" || return 1
refuse-45-flip	flip	561	KILLED	1	3	q-40 a stale index under a PASS verdict is refused by the receipt guard, delegated	    refuse Q1 "the receipt guard rejects this receipt, so there is nothing valid to arm on: $(printf '%s' "$detail" | cut -c1-320)" && return 1
refuse-46-drop	drop	569	KILLED	1	1	q-41 the PR context records no head_sha	  [ -n "$pr_head" ] || true Q1 "the PR context records no head_sha; the review must be shown to be OF the code about to merge" || return 1
refuse-46-flip	flip	569	KILLED	1	21	q-39b the SAME receipt permits against the repository without the kill switch	  [ -n "$pr_head" ] || refuse Q1 "the PR context records no head_sha; the review must be shown to be OF the code about to merge" && return 1
refuse-47-drop	drop	570	KILLED	1	1	q-42 the PR context records no number	  [ -n "$pr_number" ] || true Q1 "the PR context records no number; the S13.3.a evidence path is derived from it" || return 1
refuse-47-flip	flip	570	KILLED	1	20	q-39b the SAME receipt permits against the repository without the kill switch	  [ -n "$pr_number" ] || refuse Q1 "the PR context records no number; the S13.3.a evidence path is derived from it" && return 1
refuse-48-drop	drop	572	KILLED	1	1	q-43 the PR head does not resolve to a commit	    || true Q1 "the PR context's head_sha $pr_head does not resolve to a commit in $REPO" || return 1
refuse-48-flip	flip	572	KILLED	1	19	q-39b the SAME receipt permits against the repository without the kill switch	    || refuse Q1 "the PR context's head_sha $pr_head does not resolve to a commit in $REPO" && return 1
refuse-49-drop	drop	585	KILLED	1	1	q-44 a PR that edits the merge MECHANISM does not merge itself (S13.8)	    || true Q9 "the diff edits the merge mechanism itself: $hit; a pull request that changes the machinery deciding whether it may merge does not get to apply the new machinery to itself (S13.8)" || return 1
refuse-49-flip	flip	585	KILLED	1	18	q-39b the SAME receipt permits against the repository without the kill switch	    || refuse Q9 "the diff edits the merge mechanism itself: $hit; a pull request that changes the machinery deciding whether it may merge does not get to apply the new machinery to itself (S13.8)" && return 1
refuse-50-drop	drop	601	KILLED	1	1	q-45 a guard-touching diff with a diff-scoped mutation run	      || true Q2 "the diff touches a guard ($touches_guard) but the mutation run records scope='$mscope' attempted=$mattempted killed=$mkilled; S7 class B3 requires 100% on a guard-touching PR and S8 fixes guard_mutation_score at one with no ratchet" || return 1
refuse-50-flip	flip	601	KILLED	1	3	q-45 a guard-touching diff with a diff-scoped mutation run	      || refuse Q2 "the diff touches a guard ($touches_guard) but the mutation run records scope='$mscope' attempted=$mattempted killed=$mkilled; S7 class B3 requires 100% on a guard-touching PR and S8 fixes guard_mutation_score at one with no ratchet" && return 1
refuse-51-drop	drop	614	KILLED	1	1	q-46 the reviewed head is not an ancestor of the tip	      || true Q3 "the reviewed head_sha $head is not an ancestor of the pull request tip $pr_head; the review is not OF the code about to merge" || return 1
refuse-51-flip	flip	614	KILLED	1	4	q-46 the reviewed head is not an ancestor of the tip	      || refuse Q3 "the reviewed head_sha $head is not an ancestor of the pull request tip $pr_head; the review is not OF the code about to merge" && return 1
refuse-52-drop	drop	624	KILLED	1	1	q-47 an unreviewed commit rides in behind the receipt (S13.3.a)	      || true Q3 "the commits after the reviewed SHA touch $drift, which is outside $prefix**; that code was never reviewed, and under autonomy nobody reads the diff to notice (S13.3.a)" || return 1
refuse-52-flip	flip	624	KILLED	1	3	q-47 an unreviewed commit rides in behind the receipt (S13.3.a)	      || refuse Q3 "the commits after the reviewed SHA touch $drift, which is outside $prefix**; that code was never reviewed, and under autonomy nobody reads the diff to notice (S13.3.a)" && return 1
refuse-53-drop	drop	635	KILLED	1	1	q-48 main_sha_at_review does not resolve	    || true Q4 "autonomy.main_sha_at_review $main_at_review does not resolve to a commit in $REPO; an unresolvable anchor makes the delta region unfalsifiable" || return 1
refuse-53-flip	flip	635	KILLED	1	14	q-39b the SAME receipt permits against the repository without the kill switch	    || refuse Q4 "autonomy.main_sha_at_review $main_at_review does not resolve to a commit in $REPO; an unresolvable anchor makes the delta region unfalsifiable" && return 1
refuse-54-drop	drop	647	KILLED	1	1	q-70 an anchor that is not on main makes the delta region empty for the wrong reason	    || true Q4 "autonomy.main_sha_at_review $main_at_review is not an ancestor of origin/main; the S13.3.b delta region main_sha_at_review..origin/main is only a measure of how far main moved when the anchor is a commit main moved FROM, and an anchor off main makes that region empty for a reason that has nothing to do with the sweep" || return 1
refuse-54-flip	flip	647	KILLED	1	13	q-39b the SAME receipt permits against the repository without the kill switch	    || refuse Q4 "autonomy.main_sha_at_review $main_at_review is not an ancestor of origin/main; the S13.3.b delta region main_sha_at_review..origin/main is only a measure of how far main moved when the anchor is a commit main moved FROM, and an anchor off main makes that region empty for a reason that has nothing to do with the sweep" && return 1
