id	op	line	verdict	rc	failing_tests	killed_by	mutated_line
reject-17-drop	drop	380	KILLED	1	1	probe verdict outside the four defined values                   RED  B1	    || true B1 "verdict '$verdict' is outside { PASS FINDINGS DEGRADED BLOCK }" || return 1
reject-17-flip	flip	380	KILLED	1	72	S6.1 all four positive controls fire before anything is validated	    || reject B1 "verdict '$verdict' is outside { PASS FINDINGS DEGRADED BLOCK }" && return 1
reject-18-drop	drop	386	KILLED	1	1	probe findings_ref.path points somewhere else                   RED  B1	  [ "$fref_path" = "findings.sarif" ] || true B1 "findings_ref.path is '$fref_path', expected 'findings.sarif'" || return 1
reject-18-flip	flip	386	KILLED	1	72	S6.1 all four positive controls fire before anything is validated	  [ "$fref_path" = "findings.sarif" ] || reject B1 "findings_ref.path is '$fref_path', expected 'findings.sarif'" && return 1
reject-19-drop	drop	389	KILLED	1	69	S6.1 all four positive controls fire before anything is validated	    || true B1 "findings_ref.sha256 ($fref_sha) is not sha256(findings.sarif) ($actual_sha)" || return 1
reject-19-flip	flip	389	KILLED	1	71	S6.1 all four positive controls fire before anything is validated	    || reject B1 "findings_ref.sha256 ($fref_sha) is not sha256(findings.sarif) ($actual_sha)" && return 1
reject-20-drop	drop	394	KILLED	1	68	S6.1 all four positive controls fire before anything is validated	    || true B1 "predicate.cost must carry numeric input_tokens, output_tokens and wall_seconds; record-only is not unenforced" || return 1
reject-20-flip	flip	394	KILLED	1	71	S6.1 all four positive controls fire before anything is validated	    || reject B1 "predicate.cost must carry numeric input_tokens, output_tokens and wall_seconds; record-only is not unenforced" && return 1
reject-21-drop	drop	397	KILLED	1	1	probe author_actor.id is absent                                 RED  B1	  [ -n "$author" ]   || true B1 "author_actor.id is absent"   || return 1
reject-21-flip	flip	397	KILLED	1	71	S6.1 all four positive controls fire before anything is validated	  [ -n "$author" ]   || reject B1 "author_actor.id is absent"   && return 1
reject-22-drop	drop	398	KILLED	1	1	probe reviewer_actor.id is absent                               RED  B1	  [ -n "$reviewer" ] || true B1 "reviewer_actor.id is absent" || return 1
reject-22-flip	flip	398	KILLED	1	71	S6.1 all four positive controls fire before anything is validated	  [ -n "$reviewer" ] || reject B1 "reviewer_actor.id is absent" && return 1
reject-23-drop	drop	400	KILLED	1	70	S6.1 all four positive controls fire before anything is validated	    || true B2 "reviewer_actor.id = author_actor.id = '$author'; a self-review is not a review (S5)" || return 1
reject-23-flip	flip	400	KILLED	1	71	S6.1 all four positive controls fire before anything is validated	    || reject B2 "reviewer_actor.id = author_actor.id = '$author'; a self-review is not a review (S5)" && return 1
reject-24-drop	drop	406	KILLED	1	1	probe head_sha does not resolve in the repository               RED  B1	    || true B1 "head_sha $head does not resolve to a commit in $REPO" || return 1
reject-24-flip	flip	406	KILLED	1	47	S6.1 all four positive controls fire before anything is validated	    || reject B1 "head_sha $head does not resolve to a commit in $REPO" && return 1
reject-25-drop	drop	409	KILLED	1	1	probe head_sha shares no history with origin/main               RED  B1	    || true B1 "cannot compute merge-base(origin/main, $head) in $REPO" || return 1
reject-25-flip	flip	409	KILLED	1	46	S6.1 all four positive controls fire before anything is validated	    || reject B1 "cannot compute merge-base(origin/main, $head) in $REPO" && return 1
reject-26-drop	drop	411	KILLED	1	1	row 10 base_sha is not git merge-base origin/main head_sha        RED  B1	    || true B1 "base_sha $base is not git merge-base origin/main $head (= $computed_base); the diff scope of this review is not the merge base (S2)" || return 1
reject-26-flip	flip	411	KILLED	1	45	S6.1 all four positive controls fire before anything is validated	    || reject B1 "base_sha $base is not git merge-base origin/main $head (= $computed_base); the diff scope of this review is not the merge base (S2)" && return 1
reject-27-drop	drop	424	KILLED	1	1	probe a consultation with no status at all                      RED  B1	      "") true B1 "consultations.$k.status is absent; an omitted consultation is indistinguishable from one that found nothing (S3.0)" || return 1 ;;
reject-27-flip	flip	424	KILLED	1	1	probe a consultation with no status at all                      RED  B1	      "") reject B1 "consultations.$k.status is absent; an omitted consultation is indistinguishable from one that found nothing (S3.0)" && return 1 ;;
reject-28-drop	drop	425	KILLED	1	1	probe a consultation status outside the three-state vocabulary  RED  B1	      *)  true B1 "consultations.$k.status is '$st', outside { consulted, not-triggered, unreachable }" || return 1 ;;
reject-28-flip	flip	425	KILLED	1	1	probe a consultation status outside the three-state vocabulary  RED  B1	      *)  reject B1 "consultations.$k.status is '$st', outside { consulted, not-triggered, unreachable }" && return 1 ;;
reject-29-drop	drop	433	KILLED	1	1	row 5  pmat unreachable with verdict PASS                         RED  B1	      true B1 "consultations.$k is unreachable but the verdict is PASS; an unreachable source must be DEGRADED, not clean (S3.0)" || return 1
reject-29-flip	flip	433	KILLED	1	1	row 5  pmat unreachable with verdict PASS                         RED  B1	      reject B1 "consultations.$k is unreachable but the verdict is PASS; an unreachable source must be DEGRADED, not clean (S3.0)" && return 1
reject-30-drop	drop	468	KILLED	1	1	row 19 pmat not-triggered on a diff changing Rust source       RED  B1	    || true B1 "consultations.pmat is not-triggered, but S3.A makes pmat unconditional on every PR; an unmeasured CB-200 is Skip, and Skip is not a pass" || return 1
reject-30-flip	flip	468	KILLED	1	41	S6.1 all four positive controls fire before anything is validated	    || reject B1 "consultations.pmat is not-triggered, but S3.A makes pmat unconditional on every PR; an unmeasured CB-200 is Skip, and Skip is not a pass" && return 1
reject-31-drop	drop	481	KILLED	1	1	row 1  cuda not-triggered on a diff touching src/cuda/            RED  B1	      || true B1 "consultations.cuda is not-triggered but its S3.B trigger fires on this diff ($fired); 'the docs said nothing' and 'I did not ask' must not be the same artifact" || return 1
reject-31-flip	flip	481	KILLED	1	15	S6.1 all four positive controls fire before anything is validated	      || reject B1 "consultations.cuda is not-triggered but its S3.B trigger fires on this diff ($fired); 'the docs said nothing' and 'I did not ask' must not be the same artifact" && return 1
reject-32-drop	drop	504	KILLED	1	1	row 21 crux not-triggered on a diff publishing a ratio         RED  B1	      || true B1 "consultations.crux is not-triggered but its S3.C trigger fires on this diff ($crux_fired); a surface nobody looked at is not a surface with no gap" || return 1
reject-32-flip	flip	504	KILLED	1	13	S6.1 all four positive controls fire before anything is validated	      || reject B1 "consultations.crux is not-triggered but its S3.C trigger fires on this diff ($crux_fired); a surface nobody looked at is not a surface with no gap" && return 1
reject-33-drop	drop	519	KILLED	1	1	row 20 mutation not-triggered on a diff changing Rust source   RED  B1	      || true B1 "consultations.mutation is not-triggered but S3.D triggers on this diff ($mut_fired); only docs and non-code are untriggered" || return 1
reject-33-flip	flip	519	KILLED	1	12	S6.1 all four positive controls fire before anything is validated	      || reject B1 "consultations.mutation is not-triggered but S3.D triggers on this diff ($mut_fired); only docs and non-code are untriggered" && return 1
reject-34-drop	drop	542	KILLED	1	2	probe pmat consulted with duplication_hits absent              RED  B1	      || true B1 "pmat.status is consulted but these S3.A outputs are absent or are not arrays: $pmat_missing; an absent field is 'did not look', which S3.0 requires to be distinguishable from an empty one" || return 1
reject-34-flip	flip	542	KILLED	1	36	S6.1 all four positive controls fire before anything is validated	      || reject B1 "pmat.status is consulted but these S3.A outputs are absent or are not arrays: $pmat_missing; an absent field is 'did not look', which S3.0 requires to be distinguishable from an empty one" && return 1
reject-35-drop	drop	554	KILLED	1	1	row 18 cuda consulted with queries: []                         RED  B1	      || true B1 "cuda.status is consulted with queries: []; a consultation that asked nothing is DEGRADED, not clean, exactly as mutation.attempted=0 is (S3.B, S8 vacuous_consultations)" || return 1
reject-35-flip	flip	554	KILLED	1	22	row 2  mutation.attempted 0 with status consulted                 RED  B1	      || reject B1 "cuda.status is consulted with queries: []; a consultation that asked nothing is DEGRADED, not clean, exactly as mutation.attempted=0 is (S3.B, S8 vacuous_consultations)" && return 1
reject-36-drop	drop	570	KILLED	1	2	probe a cuda query whose result is outside the vocabulary      RED  B1	      || true B1 "cuda query $bad_query; S3.B requires every device-behaviour claim to carry either a citation or a NAMED query that returned nothing" || return 1
reject-36-flip	flip	570	KILLED	1	21	row 2  mutation.attempted 0 with status consulted                 RED  B1	      || reject B1 "cuda query $bad_query; S3.B requires every device-behaviour claim to carry either a citation or a NAMED query that returned nothing" && return 1
reject-37-drop	drop	581	KILLED	1	1	probe crux consulted with no surfaces key at all               RED  B1	      || true B1 "crux.status is consulted but these S3.C outputs are absent or are not arrays: $crux_shape" || return 1
reject-37-flip	flip	581	KILLED	1	21	row 4  comparative claim with no comparator command or hash       RED  B4	      || reject B1 "crux.status is consulted but these S3.C outputs are absent or are not arrays: $crux_shape" && return 1
reject-38-drop	drop	585	KILLED	1	1	probe crux consulted over nothing at all                       RED  B1	      || true B1 "crux.status is consulted with no surfaces and no comparative claims; a consultation over nothing passes vacuously, which is the shape S3.D calls DEGRADED" || return 1
reject-38-flip	flip	585	KILLED	1	20	row 4  comparative claim with no comparator command or hash       RED  B4	      || reject B1 "crux.status is consulted with no surfaces and no comparative claims; a consultation over nothing passes vacuously, which is the shape S3.D calls DEGRADED" && return 1
reject-39-drop	drop	589	KILLED	1	1	probe crux_coverage outside its vocabulary                     RED  B1	      *) true B1 "crux.crux_coverage is '$coverage', outside { covered, none }; S3.C makes 'no contract covers this surface' a FINDING, not a blank" || return 1 ;;
reject-39-flip	flip	589	KILLED	1	1	probe crux_coverage outside its vocabulary                     RED  B1	      *) reject B1 "crux.crux_coverage is '$coverage', outside { covered, none }; S3.C makes 'no contract covers this surface' a FINDING, not a blank" && return 1 ;;
reject-40-drop	drop	592	KILLED	1	1	probe gap_effect outside its vocabulary                        RED  B1	      *) true B1 "crux.gap_effect is '$gap', outside { closes, widens, none }" || return 1 ;;
reject-40-flip	flip	592	KILLED	1	1	probe gap_effect outside its vocabulary                        RED  B1	      *) reject B1 "crux.gap_effect is '$gap', outside { closes, widens, none }" && return 1 ;;
reject-41-drop	drop	604	KILLED	1	1	probe mutation.attempted is not a count                         RED  B1	      ''|null|*[!0-9]*) true B1 "mutation.status is consulted but attempted is '$attempted'" || return 1 ;;
reject-41-flip	flip	604	KILLED	1	1	probe mutation.attempted is not a count                         RED  B1	      ''|null|*[!0-9]*) reject B1 "mutation.status is consulted but attempted is '$attempted'" && return 1 ;;
reject-42-drop	drop	607	KILLED	1	1	row 2  mutation.attempted 0 with status consulted                 RED  B1	      || true B1 "mutation.status is consulted with attempted=0; a run that attempts nothing is DEGRADED, not clean (S3.D)" || return 1
reject-42-flip	flip	607	KILLED	1	15	row 2  mutation.attempted 0 with status consulted                 RED  B1	      || reject B1 "mutation.status is consulted with attempted=0; a run that attempts nothing is DEGRADED, not clean (S3.D)" && return 1
reject-43-drop	drop	608	KILLED	1	1	probe mutation.killed is not a count                            RED  B1	    case "$killed" in ''|null|*[!0-9]*) true B1 "mutation.killed is '$killed', not a count" || return 1 ;; esac
reject-43-flip	flip	608	KILLED	1	1	probe mutation.killed is not a count                            RED  B1	    case "$killed" in ''|null|*[!0-9]*) reject B1 "mutation.killed is '$killed', not a count" && return 1 ;; esac
reject-44-drop	drop	610	KILLED	1	1	probe mutation killed exceeds attempted                        RED  B1	      || true B1 "mutation records killed=$killed of attempted=$attempted; a score above one is a miscount, and guard_mutation_score is read from these two numbers" || return 1
reject-44-flip	flip	610	KILLED	1	13	row 9  index_commit not an ancestor of head_sha, verdict PASS     RED  B6	      || reject B1 "mutation records killed=$killed of attempted=$attempted; a score above one is a miscount, and guard_mutation_score is read from these two numbers" && return 1
reject-45-drop	drop	616	KILLED	1	1	probe mutation survivors do not match the arithmetic           RED  B1	      || true B1 "mutation records attempted=$attempted killed=$killed, so $((attempted - killed)) mutant/s survived, but survivors[] holds $n_survivors; S3.D requires every survivor to be named" || return 1
reject-45-flip	flip	616	KILLED	1	12	row 9  index_commit not an ancestor of head_sha, verdict PASS     RED  B6	      || reject B1 "mutation records attempted=$attempted killed=$killed, so $((attempted - killed)) mutant/s survived, but survivors[] holds $n_survivors; S3.D requires every survivor to be named" && return 1
reject-46-drop	drop	629	KILLED	1	1	probe pmat consulted with no index_commit recorded              RED  B1	    [ -n "$idx" ] || true B1 "pmat.status is consulted but index_commit is absent; an unrecorded index cannot be shown to describe this PR" || return 1
reject-46-flip	flip	629	KILLED	1	22	S6.1 all four positive controls fire before anything is validated	    [ -n "$idx" ] || reject B1 "pmat.status is consulted but index_commit is absent; an unrecorded index cannot be shown to describe this PR" && return 1
reject-47-drop	drop	631	KILLED	1	1	probe pmat index_commit does not resolve in the repository      RED  B1	      || true B1 "pmat.index_commit $idx does not resolve to a commit in $REPO" || return 1
reject-47-flip	flip	631	KILLED	1	21	S6.1 all four positive controls fire before anything is validated	      || reject B1 "pmat.index_commit $idx does not resolve to a commit in $REPO" && return 1
reject-48-drop	drop	640	KILLED	1	1	probe index_is_ancestor is MISREPORTED as false                 RED  B1	      || true B1 "index_is_ancestor is recorded as $idx_rec but merge-base --is-ancestor $idx $head says $idx_computed" || return 1
reject-48-flip	flip	640	KILLED	1	20	S6.1 all four positive controls fire before anything is validated	      || reject B1 "index_is_ancestor is recorded as $idx_rec but merge-base --is-ancestor $idx $head says $idx_computed" && return 1
reject-49-drop	drop	642	KILLED	1	1	row 9  index_commit not an ancestor of head_sha, verdict PASS     RED  B6	      true B6 "index_commit $idx is not an ancestor of head $head and the verdict is PASS; a stale index answers about code that is not in this PR (S3.A)" || return 1
reject-49-flip	flip	642	KILLED	1	1	row 9  index_commit not an ancestor of head_sha, verdict PASS     RED  B6	      reject B6 "index_commit $idx is not an ancestor of head $head and the verdict is PASS; a stale index answers about code that is not in this PR (S3.A)" && return 1
reject-50-drop	drop	651	KILLED	1	1	row 15 finding carrying no grounding mark at all                  RED  B1	      no-grounding\|*)      true B1 "a finding carries no properties.grounding (${v#*|}); an unmarked claim is a defect in the review (S1)" || return 1 ;;
reject-50-flip	flip	651	KILLED	1	1	row 15 finding carrying no grounding mark at all                  RED  B1	      no-grounding\|*)      reject B1 "a finding carries no properties.grounding (${v#*|}); an unmarked claim is a defect in the review (S1)" && return 1 ;;
reject-51-drop	drop	652	KILLED	1	1	probe a grounding mark outside the three categories             RED  B1	      bad-grounding\|*)     true B1 "the grounding of a finding is outside { cited, measured, asserted } (${v#*|})" || return 1 ;;
reject-51-flip	flip	652	KILLED	1	1	probe a grounding mark outside the three categories             RED  B1	      bad-grounding\|*)     reject B1 "the grounding of a finding is outside { cited, measured, asserted } (${v#*|})" && return 1 ;;
reject-52-drop	drop	653	KILLED	1	1	row 11 finding with an empty failure_scenario                     RED  B1	      no-failure-scenario\|*) true B1 "a finding has an empty failure_scenario (${v#*|}); a finding that cannot name the failure it permits is a comment (S4.2)" || return 1 ;;
reject-52-flip	flip	653	KILLED	1	1	row 11 finding with an empty failure_scenario                     RED  B1	      no-failure-scenario\|*) reject B1 "a finding has an empty failure_scenario (${v#*|}); a finding that cannot name the failure it permits is a comment (S4.2)" && return 1 ;;
reject-53-drop	drop	654	KILLED	1	1	probe a cited finding with an empty source                      RED  B1	      cited-no-source\|*)   true B1 "a cited finding has an empty source (${v#*|}); a citation with no source is an assertion wearing the mark of a citation (S1.1)" || return 1 ;;
reject-53-flip	flip	654	KILLED	1	1	probe a cited finding with an empty source                      RED  B1	      cited-no-source\|*)   reject B1 "a cited finding has an empty source (${v#*|}); a citation with no source is an assertion wearing the mark of a citation (S1.1)" && return 1 ;;
reject-54-drop	drop	655	KILLED	1	1	row 3  cited finding with an empty excerpt                        RED  B1	      cited-no-excerpt\|*)  true B1 "a cited finding has an empty excerpt (${v#*|}); a recorded excerpt that is not there is the same failure as no excerpt (S1.1)" || return 1 ;;
reject-54-flip	flip	655	KILLED	1	1	row 3  cited finding with an empty excerpt                        RED  B1	      cited-no-excerpt\|*)  reject B1 "a cited finding has an empty excerpt (${v#*|}); a recorded excerpt that is not there is the same failure as no excerpt (S1.1)" && return 1 ;;
reject-55-drop	drop	656	KILLED	1	1	probe a cited finding with no excerpt_sha256                    RED  B1	      cited-no-digest\|*)   true B1 "a cited finding has no excerpt_sha256 (${v#*|}); cited is verified, not just labelled (S1.1)" || return 1 ;;
reject-55-flip	flip	656	KILLED	1	1	probe a cited finding with no excerpt_sha256                    RED  B1	      cited-no-digest\|*)   reject B1 "a cited finding has no excerpt_sha256 (${v#*|}); cited is verified, not just labelled (S1.1)" && return 1 ;;
reject-56-drop	drop	657	KILLED	1	1	probe an asserted finding classed blocking                      RED  B1	      asserted-blocking\|*) true B1 "a finding marked asserted is classed blocking (${v#*|}); an asserted claim never blocks (S1)" || return 1 ;;
reject-56-flip	flip	657	KILLED	1	1	probe an asserted finding classed blocking                      RED  B1	      asserted-blocking\|*) reject B1 "a finding marked asserted is classed blocking (${v#*|}); an asserted claim never blocks (S1)" && return 1 ;;
