# guard_mutation_score for scripts/check_pr_review_receipt.sh at PRREV-009
# produced by: scripts/mutate-guard.sh --jobs 8
baseline GREEN: 86 tests, 0 failures
reject-30-drop                           drop  L253  KILLED    probe mutation.attempted is not a count                         RED  B1
reject-30-flip                           flip  L253  KILLED    probe mutation.attempted is not a count                         RED  B1
reject-31-drop                           drop  L256  KILLED    row 2  mutation.attempted 0 with status consulted                 RED  B1
== guard_mutation_score ==
attempted 139   killed 139   survived 0   invalid 0
guard_mutation_score = 100% (139/139)
# guard sha256 the sweep ran against:
#   36de09bef4442461e242fb7cca9f4f1cfdbce54f8a6a73a397b4822e9e82c41c  scripts/check_pr_review_receipt.sh
#   11e52c9a514c60eb6c666665d57902caea1016084f6165d967994e7940537988  tests/pr-review.bats
#   d8e71cc0dc346c5e6c9aa0a31c5e440cbd62ba111d82b29d3863fe7e57d385c0  scripts/pr_review_duplication_scan.sh

id	op	line	verdict	rc	failing_tests	killed_by	mutated_line
reject-21-drop	drop	205	KILLED	1	1	probe author_actor.id is absent                                 RED  B1	  [ -n "$author" ]   || true B1 "author_actor.id is absent"   || return 1
reject-21-flip	flip	205	KILLED	1	70	S6.1 all four positive controls fire before anything is validated	  [ -n "$author" ]   || reject B1 "author_actor.id is absent"   && return 1
reject-22-drop	drop	206	KILLED	1	1	probe reviewer_actor.id is absent                               RED  B1	  [ -n "$reviewer" ] || true B1 "reviewer_actor.id is absent" || return 1
reject-22-flip	flip	206	KILLED	1	70	S6.1 all four positive controls fire before anything is validated	  [ -n "$reviewer" ] || reject B1 "reviewer_actor.id is absent" && return 1
reject-23-drop	drop	208	KILLED	1	69	S6.1 all four positive controls fire before anything is validated	    || true B2 "reviewer_actor.id = author_actor.id = '$author'; a self-review is not a review (S5)" || return 1
reject-23-flip	flip	208	KILLED	1	70	S6.1 all four positive controls fire before anything is validated	    || reject B2 "reviewer_actor.id = author_actor.id = '$author'; a self-review is not a review (S5)" && return 1
reject-24-drop	drop	214	KILLED	1	1	probe head_sha does not resolve in the repository               RED  B1	    || true B1 "head_sha $head does not resolve to a commit in $REPO" || return 1
reject-24-flip	flip	214	KILLED	1	46	S6.1 all four positive controls fire before anything is validated	    || reject B1 "head_sha $head does not resolve to a commit in $REPO" && return 1
reject-25-drop	drop	217	KILLED	1	1	probe head_sha shares no history with origin/main               RED  B1	    || true B1 "cannot compute merge-base(origin/main, $head) in $REPO" || return 1
reject-25-flip	flip	217	KILLED	1	45	S6.1 all four positive controls fire before anything is validated	    || reject B1 "cannot compute merge-base(origin/main, $head) in $REPO" && return 1
reject-26-drop	drop	219	KILLED	1	1	row 10 base_sha is not git merge-base origin/main head_sha        RED  B1	    || true B1 "base_sha $base is not git merge-base origin/main $head (= $computed_base); the diff scope of this review is not the merge base (S2)" || return 1
reject-26-flip	flip	219	KILLED	1	44	S6.1 all four positive controls fire before anything is validated	    || reject B1 "base_sha $base is not git merge-base origin/main $head (= $computed_base); the diff scope of this review is not the merge base (S2)" && return 1
reject-27-drop	drop	232	KILLED	1	1	probe a consultation with no status at all                      RED  B1	      "") true B1 "consultations.$k.status is absent; an omitted consultation is indistinguishable from one that found nothing (S3.0)" || return 1 ;;
reject-27-flip	flip	232	KILLED	1	1	probe a consultation with no status at all                      RED  B1	      "") reject B1 "consultations.$k.status is absent; an omitted consultation is indistinguishable from one that found nothing (S3.0)" && return 1 ;;
reject-28-drop	drop	233	KILLED	1	1	probe a consultation status outside the three-state vocabulary  RED  B1	      *)  true B1 "consultations.$k.status is '$st', outside { consulted, not-triggered, unreachable }" || return 1 ;;
reject-28-flip	flip	233	KILLED	1	1	probe a consultation status outside the three-state vocabulary  RED  B1	      *)  reject B1 "consultations.$k.status is '$st', outside { consulted, not-triggered, unreachable }" && return 1 ;;
reject-29-drop	drop	241	KILLED	1	1	row 5  pmat unreachable with verdict PASS                         RED  B1	      true B1 "consultations.$k is unreachable but the verdict is PASS; an unreachable source must be DEGRADED, not clean (S3.0)" || return 1
reject-29-flip	flip	241	KILLED	1	1	row 5  pmat unreachable with verdict PASS                         RED  B1	      reject B1 "consultations.$k is unreachable but the verdict is PASS; an unreachable source must be DEGRADED, not clean (S3.0)" && return 1
reject-30-drop	drop	253	KILLED	1	1	probe mutation.attempted is not a count                         RED  B1	      ''|null|*[!0-9]*) true B1 "mutation.status is consulted but attempted is '$attempted'" || return 1 ;;
reject-30-flip	flip	253	KILLED	1	1	probe mutation.attempted is not a count                         RED  B1	      ''|null|*[!0-9]*) reject B1 "mutation.status is consulted but attempted is '$attempted'" && return 1 ;;
reject-31-drop	drop	256	KILLED	1	1	row 2  mutation.attempted 0 with status consulted                 RED  B1	      || true B1 "mutation.status is consulted with attempted=0; a run that attempts nothing is DEGRADED, not clean (S3.D)" || return 1
reject-31-flip	flip	256	KILLED	1	27	row 1  cuda not-triggered on a diff touching src/cuda/            RED  B1	      || reject B1 "mutation.status is consulted with attempted=0; a run that attempts nothing is DEGRADED, not clean (S3.D)" && return 1
reject-32-drop	drop	257	KILLED	1	1	probe mutation.killed is not a count                            RED  B1	    case "$killed" in ''|null|*[!0-9]*) true B1 "mutation.killed is '$killed', not a count" || return 1 ;; esac
reject-32-flip	flip	257	KILLED	1	1	probe mutation.killed is not a count                            RED  B1	    case "$killed" in ''|null|*[!0-9]*) reject B1 "mutation.killed is '$killed', not a count" && return 1 ;; esac
reject-33-drop	drop	273	KILLED	1	1	row 1  cuda not-triggered on a diff touching src/cuda/            RED  B1	      || true B1 "consultations.cuda is not-triggered but its S3.B trigger fires on this diff ($fired); 'the docs said nothing' and 'I did not ask' must not be the same artifact" || return 1
reject-33-flip	flip	273	KILLED	1	12	S6.1 all four positive controls fire before anything is validated	      || reject B1 "consultations.cuda is not-triggered but its S3.B trigger fires on this diff ($fired); 'the docs said nothing' and 'I did not ask' must not be the same artifact" && return 1
reject-34-drop	drop	286	KILLED	1	1	probe pmat consulted with no index_commit recorded              RED  B1	    [ -n "$idx" ] || true B1 "pmat.status is consulted but index_commit is absent; an unrecorded index cannot be shown to describe this PR" || return 1
reject-34-flip	flip	286	KILLED	1	31	row 3  cited finding with an empty excerpt                        RED  B1	    [ -n "$idx" ] || reject B1 "pmat.status is consulted but index_commit is absent; an unrecorded index cannot be shown to describe this PR" && return 1
reject-35-drop	drop	288	KILLED	1	1	probe pmat index_commit does not resolve in the repository      RED  B1	      || true B1 "pmat.index_commit $idx does not resolve to a commit in $REPO" || return 1
reject-35-flip	flip	288	KILLED	1	30	row 3  cited finding with an empty excerpt                        RED  B1	      || reject B1 "pmat.index_commit $idx does not resolve to a commit in $REPO" && return 1
reject-36-drop	drop	297	KILLED	1	1	probe index_is_ancestor is MISREPORTED as false                 RED  B1	      || true B1 "index_is_ancestor is recorded as $idx_rec but merge-base --is-ancestor $idx $head says $idx_computed" || return 1
reject-36-flip	flip	297	KILLED	1	29	row 3  cited finding with an empty excerpt                        RED  B1	      || reject B1 "index_is_ancestor is recorded as $idx_rec but merge-base --is-ancestor $idx $head says $idx_computed" && return 1
reject-37-drop	drop	299	KILLED	1	1	row 9  index_commit not an ancestor of head_sha, verdict PASS     RED  B6	      true B6 "index_commit $idx is not an ancestor of head $head and the verdict is PASS; a stale index answers about code that is not in this PR (S3.A)" || return 1
reject-37-flip	flip	299	KILLED	1	1	row 9  index_commit not an ancestor of head_sha, verdict PASS     RED  B6	      reject B6 "index_commit $idx is not an ancestor of head $head and the verdict is PASS; a stale index answers about code that is not in this PR (S3.A)" && return 1
reject-38-drop	drop	328	KILLED	1	1	probe pmat consulted with duplication_hits not an array         RED  B1	      || true B1 "pmat.status is consulted but duplication_hits is not an array; S3.A requires it present even when empty" || return 1
reject-38-flip	flip	328	KILLED	1	27	row 3  cited finding with an empty excerpt                        RED  B1	      || reject B1 "pmat.status is consulted but duplication_hits is not an array; S3.A requires it present even when empty" && return 1
reject-39-drop	drop	331	KILLED	1	1	probe pmat consulted with NO duplication_coverage at all        RED  B1	      || true B1 "pmat.status is consulted but duplication_coverage is absent; an unrecorded coverage claim cannot be told apart from a searched-and-empty one, and S3.0 forbids exactly that (F4)" || return 1
reject-39-flip	flip	331	KILLED	1	26	row 3  cited finding with an empty excerpt                        RED  B1	      || reject B1 "pmat.status is consulted but duplication_coverage is absent; an unrecorded coverage claim cannot be told apart from a searched-and-empty one, and S3.0 forbids exactly that (F4)" && return 1
reject-40-drop	drop	336	KILLED	1	1	probe duplication_coverage missing one surface                  RED  B1	      || true B1 "duplication_coverage records no verdict for: $cov_missing; a surface with no entry is the silently-absent coverage F4 exists to stop" || return 1
reject-40-flip	flip	336	KILLED	1	25	row 3  cited finding with an empty excerpt                        RED  B1	      || reject B1 "duplication_coverage records no verdict for: $cov_missing; a surface with no entry is the silently-absent coverage F4 exists to stop" && return 1
reject-41-drop	drop	346	KILLED	1	1	probe duplication_coverage with a method outside the vocabulary RED  B1	      || true B1 "duplication_coverage holds a method outside { semantic, lexical, none }: $cov_bad" || return 1
reject-41-flip	flip	346	KILLED	1	24	row 3  cited finding with an empty excerpt                        RED  B1	      || reject B1 "duplication_coverage holds a method outside { semantic, lexical, none }: $cov_bad" && return 1
reject-42-drop	drop	351	KILLED	1	1	row 16 a duplication surface that could not be searched, PASS    RED  B1	      true B1 "duplication_coverage could not search [$cov_none] and the verdict is PASS; a surface that was not searched must read DEGRADED, the same rule rows 5 and 6 apply to an unreachable consultation (S3.0)" || return 1
reject-42-flip	flip	351	KILLED	1	1	row 16 a duplication surface that could not be searched, PASS    RED  B1	      reject B1 "duplication_coverage could not search [$cov_none] and the verdict is PASS; a surface that was not searched must read DEGRADED, the same rule rows 5 and 6 apply to an unreachable consultation (S3.0)" && return 1
reject-43-drop	drop	356	KILLED	1	2	probe duplication_horizon absent                                RED  B1	      || true B1 "duplication_horizon is absent or is not a non-empty array of refspecs; an unstated horizon makes 'nothing found' and 'did not look off this branch' the same artifact (F4)" || return 1
reject-43-flip	flip	356	KILLED	1	22	row 3  cited finding with an empty excerpt                        RED  B1	      || reject B1 "duplication_horizon is absent or is not a non-empty array of refspecs; an unstated horizon makes 'nothing found' and 'did not look off this branch' the same artifact (F4)" && return 1
reject-44-drop	drop	370	KILLED	1	3	probe horizon_branches_total that is not a number               RED  B1	      || true B1 "horizon_branches_total and horizon_branches_scanned must both be whole numbers with 0 <= scanned <= total; the horizon's denominator is what makes a partial sweep visible, and a fractional count would make the shell comparisons below error and skip" || return 1
reject-44-flip	flip	370	KILLED	1	20	row 3  cited finding with an empty excerpt                        RED  B1	      || reject B1 "horizon_branches_total and horizon_branches_scanned must both be whole numbers with 0 <= scanned <= total; the horizon's denominator is what makes a partial sweep visible, and a fractional count would make the shell comparisons below error and skip" && return 1
reject-45-drop	drop	377	KILLED	1	1	probe sibling horizon claimed but zero branches scanned         RED  B1	      true B1 "duplication_coverage claims the sibling branches were searched ($dup_sib) with horizon_branches_scanned=0 of $dup_total; a sweep that attempted nothing passes vacuously, which S3.D already calls DEGRADED for mutation" || return 1
reject-45-flip	flip	377	KILLED	1	1	probe sibling horizon claimed but zero branches scanned         RED  B1	      reject B1 "duplication_coverage claims the sibling branches were searched ($dup_sib) with horizon_branches_scanned=0 of $dup_total; a sweep that attempted nothing passes vacuously, which S3.D already calls DEGRADED for mutation" && return 1
reject-46-drop	drop	381	KILLED	1	1	probe a CAPPED horizon sweep still reading PASS                 RED  B1	      true B1 "the horizon sweep covered $dup_scanned of $dup_total sibling branches and the verdict is PASS; the branches it skipped were not searched, and unsearched is DEGRADED (F4)" || return 1
reject-46-flip	flip	381	KILLED	1	1	probe a CAPPED horizon sweep still reading PASS                 RED  B1	      reject B1 "the horizon sweep covered $dup_scanned of $dup_total sibling branches and the verdict is PASS; the branches it skipped were not searched, and unsearched is DEGRADED (F4)" && return 1
reject-47-drop	drop	385	KILLED	1	1	probe symbols_searched absent                                   RED  B1	      || true B1 "pmat.symbols_searched must be a number; a scan whose needle count is unrecorded cannot have its precision judged, and record-only is not unenforced" || return 1
reject-47-flip	flip	385	KILLED	1	15	row 3  cited finding with an empty excerpt                        RED  B1	      || reject B1 "pmat.symbols_searched must be a number; a scan whose needle count is unrecorded cannot have its precision judged, and record-only is not unenforced" && return 1
reject-48-drop	drop	393	KILLED	1	1	row 15 finding carrying no grounding mark at all                  RED  B1	      no-grounding\|*)      true B1 "a finding carries no properties.grounding (${v#*|}); an unmarked claim is a defect in the review (S1)" || return 1 ;;
reject-48-flip	flip	393	KILLED	1	1	row 15 finding carrying no grounding mark at all                  RED  B1	      no-grounding\|*)      reject B1 "a finding carries no properties.grounding (${v#*|}); an unmarked claim is a defect in the review (S1)" && return 1 ;;
reject-49-drop	drop	394	KILLED	1	1	probe a grounding mark outside the three categories             RED  B1	      bad-grounding\|*)     true B1 "the grounding of a finding is outside { cited, measured, asserted } (${v#*|})" || return 1 ;;
reject-49-flip	flip	394	KILLED	1	1	probe a grounding mark outside the three categories             RED  B1	      bad-grounding\|*)     reject B1 "the grounding of a finding is outside { cited, measured, asserted } (${v#*|})" && return 1 ;;
reject-50-drop	drop	395	KILLED	1	1	row 11 finding with an empty failure_scenario                     RED  B1	      no-failure-scenario\|*) true B1 "a finding has an empty failure_scenario (${v#*|}); a finding that cannot name the failure it permits is a comment (S4.2)" || return 1 ;;
reject-50-flip	flip	395	KILLED	1	1	row 11 finding with an empty failure_scenario                     RED  B1	      no-failure-scenario\|*) reject B1 "a finding has an empty failure_scenario (${v#*|}); a finding that cannot name the failure it permits is a comment (S4.2)" && return 1 ;;
reject-51-drop	drop	396	KILLED	1	1	probe a cited finding with an empty source                      RED  B1	      cited-no-source\|*)   true B1 "a cited finding has an empty source (${v#*|}); a citation with no source is an assertion wearing the mark of a citation (S1.1)" || return 1 ;;
reject-51-flip	flip	396	KILLED	1	1	probe a cited finding with an empty source                      RED  B1	      cited-no-source\|*)   reject B1 "a cited finding has an empty source (${v#*|}); a citation with no source is an assertion wearing the mark of a citation (S1.1)" && return 1 ;;
reject-52-drop	drop	397	KILLED	1	1	row 3  cited finding with an empty excerpt                        RED  B1	      cited-no-excerpt\|*)  true B1 "a cited finding has an empty excerpt (${v#*|}); a recorded excerpt that is not there is the same failure as no excerpt (S1.1)" || return 1 ;;
reject-52-flip	flip	397	KILLED	1	1	row 3  cited finding with an empty excerpt                        RED  B1	      cited-no-excerpt\|*)  reject B1 "a cited finding has an empty excerpt (${v#*|}); a recorded excerpt that is not there is the same failure as no excerpt (S1.1)" && return 1 ;;
reject-53-drop	drop	398	KILLED	1	1	probe a cited finding with no excerpt_sha256                    RED  B1	      cited-no-digest\|*)   true B1 "a cited finding has no excerpt_sha256 (${v#*|}); cited is verified, not just labelled (S1.1)" || return 1 ;;
reject-53-flip	flip	398	KILLED	1	1	probe a cited finding with no excerpt_sha256                    RED  B1	      cited-no-digest\|*)   reject B1 "a cited finding has no excerpt_sha256 (${v#*|}); cited is verified, not just labelled (S1.1)" && return 1 ;;
reject-54-drop	drop	399	KILLED	1	1	probe an asserted finding classed blocking                      RED  B1	      asserted-blocking\|*) true B1 "a finding marked asserted is classed blocking (${v#*|}); an asserted claim never blocks (S1)" || return 1 ;;
reject-54-flip	flip	399	KILLED	1	1	probe an asserted finding classed blocking                      RED  B1	      asserted-blocking\|*) reject B1 "a finding marked asserted is classed blocking (${v#*|}); an asserted claim never blocks (S1)" && return 1 ;;
reject-55-drop	drop	427	KILLED	1	1	row 12 excerpt_sha256 is not sha256(excerpt)                      RED  B1	      || true B1 "cited finding '$id' records excerpt_sha256 $want but sha256(excerpt) is $got; a citation whose digest does not match its excerpt is not verified (S1.1)" || return 1
reject-55-flip	flip	427	KILLED	1	5	row 12 excerpt_sha256 is not sha256(excerpt)                      RED  B1	      || reject B1 "cited finding '$id' records excerpt_sha256 $want but sha256(excerpt) is $got; a citation whose digest does not match its excerpt is not verified (S1.1)" && return 1
reject-56-drop	drop	439	KILLED	1	1	row 4  comparative claim with no comparator command or hash       RED  B4	    true B4 "$claim" || return 1
reject-56-flip	flip	439	KILLED	1	1	row 4  comparative claim with no comparator command or hash       RED  B4	    reject B4 "$claim" && return 1
